"종목
코드",종목명,시장,산업명(대),산업명(중),주요제품
225190,LK삼양,KOSDAQ,전자제품,가정용_전자제품,카메라 교환렌즈
019180,티에이치엔,KOSPI,Auto,자동차부품,전기전자장치
014160,대영포장,KOSPI,내수,종이,골판지원지
307930,컴퍼니케이,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
013570,디와이,KOSPI,기계,건설기계,건설특수차량
014710,사조씨푸드,KOSPI,음식료,수산,수산
002620,제일파마홀딩스,KOSPI,지주사,지주사,지주사
166480,코아스템켐온,KOSDAQ,헬스케어,바이오_CRO,비임상 CRO
063080,컴투스홀딩스,KOSDAQ,게임,게임_KOSDAQ,소울 스트라이크 등
095720,웅진씽크빅,KOSPI,내수,교육,교육서비스
019680,대교,KOSPI,내수,교육,교육서비스
331920,셀레믹스,KOSDAQ,헬스케어,유전체분석,유전체 분석
054050,농우바이오,KOSDAQ,전문서비스,농업,종자
067900,와이엔텍,KOSDAQ,건설,건설서비스,폐기물 처리
002460,HS화성,KOSPI,건설,건설_중소형,건설업
463020,뉴엔AI,KOSDAQ,인터넷,소프트웨어,AI·빅데이터 분석
109740,디에스케이,KOSDAQ,배터리,배터리_장비,공정장비(자동화 설비 등)
035080,그래디언트,KOSDAQ,음식료,건강기능식품,"브랜드) 래디웰, 리앤핏"
265740,엔에프씨,KOSDAQ,화장품,화장품_원부자재,화장품 소재(베이스 소재 등)
290720,푸드나무,KOSDAQ,유통,온라인,온라인쇼핑(랭킹닭컴)
059120,아진엑스텍,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 전자기기)"
045970,코아시아,KOSDAQ,반도체,비메모리_디자인솔루션,삼성파운드리 협력사
088130,동아엘텍,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 검사장비
036010,아비코전자,KOSDAQ,전자제품,전자부품,"수동소자(인덕터, 저항기)"
205100,엑셈,KOSDAQ,인터넷,소프트웨어,데이터베이스 소프트웨어
309960,LB인베스트먼트,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
074430,아미노로직스,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
248170,샘표식품,KOSPI,음식료,식품,식품제조업: 장류 등
007110,일신석재,KOSPI,건설,건자재,건축자재(석재)
063170,서울옥션,KOSDAQ,전문서비스,전문서비스,경매(미술품 등)
036580,팜스코,KOSPI,음식료,사료,사료
036690,코맥스,KOSDAQ,건설,건자재,Home Network
067830,세이브존I&C,KOSPI,유통,오프라인,백화점
014580,태경비케이,KOSPI,비철금속,비철금속_기타,석회
052260,현대바이오랜드,KOSDAQ,화장품,화장품_원부자재,화장품 소재(천연소재 등)
120030,조선선재,KOSPI,기계,일반기계,용접재료
041520,이엘씨,KOSDAQ,반도체,반도체_장비,"반도체 장비 부품(유량계, LFC 등)"
005870,휴니드,KOSPI,방산,방산,방산
139990,아주스틸,KOSPI,철강,철강_냉연,표면처리강판
337930,젝시믹스,KOSDAQ,패션,의류_브랜드,스포츠 의류(애슬레저)
029480,광무,KOSDAQ,통신,통신장비,네트워크) 장비 임대 및 유지보수
366030,공구우먼,KOSDAQ,유통,온라인,온라인
010660,화천기계,KOSPI,기계,공작기계,CNC 선반
009780,엠에스씨,KOSDAQ,음식료,식품,식품 첨가물
100700,세운메디칼,KOSDAQ,헬스케어,의료기기,의료용 흡인기
141000,비아트론,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
0015N0,아로마티카,KOSDAQ,화장품,화장품_브랜드,브랜드) 로즈마리 등
004100,태양금속,KOSPI,Auto,자동차부품,단조부품(볼트 등)
032300,한국파마,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
493330,지에프아이,KOSDAQ,배터리,배터리_부품,소화안전
049950,미래컴퍼니,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
071280,로체시스템즈,KOSDAQ,디스플레이,디스플레이_장비,물류이송 장비
013310,아진산업,KOSDAQ,Auto,자동차부품,차체제품(Fender
015590,DKME,KOSPI,에너지,플랜트,"화공기기(열교환기, 압력용기)"
038540,상상인,KOSDAQ,인터넷,네트워크통합,NI(네트워크 시스템 구축사업)
086710,선진뷰티사이언스,KOSDAQ,화장품,화장품_원부자재,화장품 소재(자외선 차단 등)
036220,오상헬스케어,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
389140,포바이포,KOSDAQ,전문서비스,전문서비스,콘텐츠 AI 솔루션 
251120,바이오에프디엔씨,KOSDAQ,헬스케어,바이오의약품,식물세포 플랫폼 기술
317770,엑스페릭스,KOSDAQ,전문서비스,물리보안,바이오인식(Biometrics) 
417970,모델솔루션,KOSDAQ,기계,일반기계,프로토타입
018120,진로발효,KOSDAQ,음식료,주류,주정제조업
209640,와이제이링크,KOSDAQ,PCB,PCB_부품소재,SMT
014970,삼륭물산,KOSDAQ,음식료,식품_포장,카톤팩(우유)
388870,파로스아이바이오,KOSDAQ,헬스케어,바이오_연구개발,AI 신약개발 플랫폼
026150,특수건설,KOSDAQ,건설,건설_중소형,건설업
099750,이지케어텍,KOSDAQ,헬스케어,의료기기_SW,의료정보 시스템 개발 및 공급
065440,이루온,KOSDAQ,통신,통신장비,통신용 소프트웨어 
084670,동양고속,KOSPI,운송,교통,버스운송
051160,지어소프트,KOSDAQ,유통,온라인,온라인쇼핑(오아시스)
001290,상상인증권,KOSPI,금융,증권,증권업
023800,인지컨트롤스,KOSPI,Auto,자동차부품,엔진부품
263860,지니언스,KOSDAQ,인터넷,정보보안,보안 솔루션
215790,이노인스트루먼트,KOSDAQ,통신,통신장비,광통신) 광섬유 융착접속기
034590,인천도시가스,KOSPI,에너지,에너지_가스,도시가스
008700,아남전자,KOSPI,전자제품,가정용_전자제품,Audio 전문기업
443670,에스피소프트,KOSDAQ,인터넷,소프트웨어,"B2B(SQL, Windows Server 등)"
059210,메타바이오메드,KOSDAQ,헬스케어,의료기기_치과,치과용재료 및 기구
298540,더네이쳐홀딩스,KOSDAQ,패션,의류_브랜드,브랜드) 내셔널지오그래픽 등
053580,웹케시,KOSDAQ,인터넷,소프트웨어,"B2B(기업자금관리 솔루션, 브랜치 등)"
048530,인트론바이오,KOSDAQ,헬스케어,바이오_연구개발,신약개발
033290,로젠,KOSDAQ,운송,물류,종합물류
396470,워트,KOSDAQ,반도체,반도체_장비,공정장비(온습도 제어장비)
432470,케이엔에스,KOSDAQ,배터리,배터리_장비,공정장비(자동화 설비 등)
041590,플래스크,KOSDAQ,건설,건설서비스,인테리어 디자인
267850,아시아나IDT,KOSPI,인터넷,SI,계열) 한진
223250,드림씨아이에스,KOSDAQ,헬스케어,바이오_CRO,임상시험수탁기관(CRO)
381620,제닉스로보틱스,KOSDAQ,기계,일반기계,물류 자동화 솔루션
418470,KT밀리의서재,KOSDAQ,인터넷,온라인서비스,전자책 구독 서비스(밀리의 서재)
013360,일성건설,KOSPI,건설,건설_중소형,건설업
000230,일동홀딩스,KOSPI,지주사,지주사,지주사
073560,우리손에프앤지,KOSDAQ,음식료,육계,육계(돼지)
086960,MDS테크,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발(임베디드)
115500,케이씨에스,KOSDAQ,인터넷,SI,비계열
044990,에이치엔에스하이텍,KOSDAQ,디스플레이,디스플레이_소재,공정용 전자재료(ACF(이방성전도필름))
036420,콘텐트리중앙,KOSPI,방송미디어,드라마_제작,드라마 제작
227840,현대코퍼레이션홀딩스,KOSPI,음식료,육계,육계(수입유통)
066310,큐에스아이,KOSDAQ,전자제품,전자부품,프린터 부품 및 거리측정 센서
038460,바이오스마트,KOSDAQ,전문서비스,금융서비스,스마트카드(Smart Card)
067290,JW신약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
228670,레이,KOSDAQ,헬스케어,의료용_이미징솔루션,의료용 이미징 솔루션(치과용)
053260,금강철강,KOSDAQ,철강,철강_가공센터,포스코 지정 가공센터
002200,한국수출포장,KOSPI,내수,종이,골판지원지
330350,위더스제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
048550,SM C&C,KOSDAQ,전문서비스,광고_계열,최대주주: SM 엔터
096240,크레버스,KOSDAQ,내수,교육,외국어학원
339950,아이비김영,KOSDAQ,내수,교육,성인대상(편입 등)
058850,KTcs,KOSPI,통신,컨택센터,컨택센터
006840,AK홀딩스,KOSPI,지주사,지주사,지주사
078140,대봉엘에스,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
278650,HLB바이오스텝,KOSDAQ,헬스케어,바이오_CRO,비임상 CRO
095270,웨이브일렉트로,KOSDAQ,방산,방산,유도무기용 신호처리장치
002220,한일철강,KOSPI,철강,철강_유통,철강 제품 유통
439580,블루엠텍,KOSDAQ,유통,MRO,전문의약품 유통플랫폼 운영
024740,한일단조,KOSDAQ,Auto,자동차부품,단조부품(볼트 등)
424960,스마트레이더시스템,KOSDAQ,Auto,자동차부품,자동차용 Sensor(Radar)
238090,앤디포스,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품(양면 테이프)
001020,페이퍼코리아,KOSPI,내수,종이,포장용지
039340,한국경제TV,KOSDAQ,인터넷,온라인서비스,투자정보사업(와우넷 등)
088390,이녹스,KOSDAQ,지주사,지주사,지주사
046210,HLB파나진,KOSDAQ,헬스케어,의료용_진단기기,분자진단
208370,셀바스헬스케어,KOSDAQ,헬스케어,의료용_진단기기,체성분 분석기 등
059270,해성에어로보틱스,KOSDAQ,기계,건설기계_부품,승강기용 권상기
036630,세종텔레콤,KOSDAQ,통신,통신,"국제전화, 시외전화 등"
002450,삼익악기,KOSPI,내수,생활용품,피아노
446540,메가터치,KOSDAQ,배터리,배터리_부품,충방전용 테스트 PIN 과 CLIP
079980,휴비스,KOSPI,석유화학,화학섬유,Polyester
011810,STX,KOSPI,에너지,종합상사,종합상사
308080,바이젠셀,KOSDAQ,헬스케어,바이오의약품,세포치료제
330730,스톤브릿지벤처스,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
101670,하이드로리튬,KOSDAQ,배터리,배터리_소재,리튬 소재 제조
008260,NI스틸,KOSPI,철강,철강_유통,"건설자재(강건재 합성보, 합성기둥 등)"
142210,유니트론텍,KOSDAQ,전자제품,IT유통,반도체 유통) 마이크론 대리점
096350,대창솔루션,KOSDAQ,조선,선박엔진,선박엔진 부품
001560,제일연마,KOSPI,비철금속,비철금속_기타,연마지석
081180,쎄크,KOSDAQ,반도체,반도체_장비,검사장비(X-ray System)
317830,에스피시스템스,KOSDAQ,기계,로봇,자동화 시스템(갠트리 로봇)
066700,테라젠이텍스,KOSDAQ,헬스케어,유전체분석,유전체 분석
305090,마이크로디지탈,KOSDAQ,헬스케어,바이오_기자재,바이오 메디컬 장비 및 프로세스
091120,이엠텍,KOSDAQ,스마트폰,스마트폰_부품,부분품) Micro Speaker 등
264900,크라운제과,KOSPI,음식료,제과제빵,제과사업
448710,코츠테크놀로지,KOSDAQ,방산,방산,싱글보드컴퓨터
030960,양지사,KOSDAQ,내수,생활용품,문구류(수첩 등)
149980,하이로닉,KOSDAQ,헬스케어,의료기기_피부미용,피부미용 의료기기
187790,나노,KOSDAQ,에너지,플랜트,대기오염방지분야
039980,폴라리스AI,KOSDAQ,패션,패션잡화,"가방) 키플링(Kigling), 이스트팩 등"
047820,초록뱀미디어,KOSDAQ,방송미디어,드라마_제작,드라마 제작
412350,레이저쎌,KOSDAQ,PCB,PCB_부품소재,리플로우(Reflow)
101330,모베이스,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품
124560,태웅로직스,KOSDAQ,운송,물류,종합물류
003580,HLB글로벌,KOSPI,내수,생활용품,"차량용품, 마사지기기 등"
377480,마음AI,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션
396300,세아메카닉스,KOSDAQ,비철금속,알루미늄,알루미늄 다이캐스팅
060560,HC홈센타,KOSDAQ,건설,건자재,건축자재(도소매업)
078890,가온그룹,KOSDAQ,방송미디어,방송장비,셋톱박스
348150,고바이오랩,KOSDAQ,헬스케어,바이오_연구개발,마이크로바이옴(Microbiome)
017370,우신시스템,KOSPI,Auto,자동차부품,차체제품(차체 자동화라인)
054670,대한뉴팜,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
023450,동남합성,KOSPI,석유화학,석유화학_중소형,계면활성제
323350,다원넥스뷰,KOSDAQ,반도체,반도체_장비,검사장비(pLSMB 등)
348080,큐라티스,KOSDAQ,헬스케어,바이오_연구개발,신약개발(백신 등)
001260,남광토건,KOSPI,건설,건설_중소형,건설업
105740,디케이락,KOSDAQ,기계,유체기계,계장용 Fittings & Valves
303810,동국생명과학,KOSDAQ,헬스케어,의료용_이미징솔루션,조영제(영상 판독 의약품)
205470,휴마시스,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
362320,청담글로벌,KOSDAQ,화장품,화장품_유통,유통 및 마케팅
006140,피제이전자,KOSDAQ,헬스케어,의료용_진단기기,초음파진단기
004840,DRB동일,KOSPI,Auto,자동차부품,구동 및 변속부품
163730,핑거,KOSDAQ,전문서비스,금융서비스,금융 전문 IT
175140,휴먼테크놀로지,KOSDAQ,전자제품,가정용_전자제품,"AI스피커, 라우터 등"
370090,퓨런티어,KOSDAQ,스마트폰,카메라_모듈,장비) 카메라모듈 자동화장비
011370,서한,KOSDAQ,건설,건설_중소형,건설업
117670,알파칩스,KOSDAQ,반도체,비메모리_디자인솔루션,삼성파운드리 협력사
007460,에이프로젠,KOSPI,철강,철강,Hardfacing(금속표면경화육성)
163560,동일고무벨트,KOSPI,Auto,자동차부품,구동 및 변속부품
452190,한빛레이저,KOSDAQ,배터리,배터리_장비,공정장비(레이저 가공)
001540,안국약품,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
063160,종근당바이오,KOSPI,헬스케어,제약_원료의약품,원료의약사업
173130,오파스넷,KOSDAQ,인터넷,네트워크통합,NI(네트워크 시스템 구축사업)
032560,황금에스티,KOSPI,철강,철강_스테인리스,스테인리스
024880,케이피에프,KOSDAQ,Auto,자동차부품,단조부품(볼트 등)
039830,오로라,KOSDAQ,방송미디어,애니메이션,완구 및 굿즈 유통
002720,국제약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
039610,화성밸브,KOSDAQ,기계,유체기계,배관용 밸브 전문제조업
315640,딥노이드,KOSDAQ,헬스케어,의료기기_SW,의료진단 및 판독 보조 솔루션
460940,피앤에스로보틱스,KOSDAQ,기계,로봇,보행재활훈련 로봇시스템
294630,서남,KOSDAQ,에너지,전력_기자재,고온초전도 선재
004440,삼일씨엔에스,KOSPI,건설,건자재,콘크리트파일
299170,더블유에스아이,KOSDAQ,헬스케어,의료기기,의약품 및 의료기기 유통
009300,삼아제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
205500,넥써쓰,KOSDAQ,게임,게임_KOSDAQ,"블레이드, 삼국블레이드 등"
040910,아이씨디,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
357230,에이치피오,KOSDAQ,음식료,건강기능식품,브랜드) Denps
119650,KC코트렐,KOSPI,에너지,플랜트,대기환경설비 공급 및 운영관리
201490,미투온,KOSDAQ,게임,게임_KOSDAQ,"Fulpot Poker, Full House Casino"
056360,코위버,KOSDAQ,통신,통신장비,광통신) 광 전송장비 
172670,에이엘티,KOSDAQ,반도체,반도체_테스트,반도체 테스트사업
005740,크라운해태홀딩스,KOSPI,지주사,지주사,지주사
000180,성창기업지주,KOSPI,건설,건자재,합판제조
311690,CJ 바이오사이언스,KOSDAQ,헬스케어,바이오_연구개발,마이크로바이옴(Microbiome)
083790,CG인바이츠,KOSDAQ,헬스케어,유전체분석,디지털유전체 신약개발
120240,대정화금,KOSDAQ,헬스케어,바이오_기자재,"시약, 기기, 소모품 등"
277880,티에스아이,KOSDAQ,배터리,배터리_장비,공정장비(믹싱 장비)
109080,옵티시스,KOSDAQ,통신,통신장비,광통신) 광링크(영상신호용)
228850,레이언스,KOSDAQ,헬스케어,의료용_이미징솔루션,의료용 이미징 솔루션
246720,아스타,KOSDAQ,헬스케어,의료용_진단기기,질량분석기기
066590,우수AMS,KOSDAQ,Auto,자동차부품,구동 및 변속부품
006890,태경케미컬,KOSPI,석유화학,석유화학_중소형,"탄산가스(액체탄산, 드라이아이스 등)"
058630,엠게임,KOSDAQ,게임,게임_KOSDAQ,"열혈강호, 나이트 온라인 등"
443250,레뷰코퍼레이션,KOSDAQ,전문서비스,광고_비계열,인플루언서 마케팅
348350,위드텍,KOSDAQ,반도체,반도체_설비,유틸리티 및 장비
004060,SG세계물산,KOSPI,패션,의류_브랜드,"브랜드) BASSO, ab.f.z 등"
352090,스톰테크,KOSDAQ,전자제품,가정용_전자제품,정수기 부품
004650,창해에탄올,KOSDAQ,음식료,주류,주정제조업
137950,제이씨케미칼,KOSDAQ,에너지,신재생_기타,"바이오디젤, 바이오중유 등"
041930,동아화성,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
451220,아이엠티,KOSDAQ,반도체,반도체_장비,공정장비(건식세정)
058860,KTis,KOSPI,통신,컨택센터,컨택센터
058400,KNN,KOSDAQ,방송미디어,방송,"지상파(부산, 경남)"
011150,CJ씨푸드,KOSPI,음식료,수산,수산
019550,SBI인베스트먼트,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
043610,KT지니뮤직,KOSDAQ,인터넷,온라인서비스,음악 스트리밍 플랫폼
012700,리드코프,KOSDAQ,내수,주유소,주유소
005750,대림바스,KOSPI,건설,건자재,건축자재(욕실)
042510,라온시큐어,KOSDAQ,인터넷,정보보안,보안 솔루션
066790,씨씨에스,KOSDAQ,방송미디어,방송,방송산업(케이블 TV)
002700,신일전자,KOSPI,전자제품,가정용_전자제품,가정용(중소형 가전)
382480,지아이텍,KOSDAQ,배터리,배터리_부품,배터리 부품(SLOT DIE 등)
265560,영화테크,KOSDAQ,Auto,자동차부품,전기전자장치(정션박스)
382150,온코크로스,KOSDAQ,헬스케어,바이오_연구개발,AI 신약개발 플랫폼
191420,테고사이언스,KOSDAQ,헬스케어,바이오의약품,세포치료제
413390,엠오티,KOSDAQ,배터리,배터리_장비,공정장비(조립 공정)
035610,솔본,KOSDAQ,지주사,지주사,지주사
214270,FSN,KOSDAQ,전문서비스,광고_비계열,광고대행업
068240,다원시스,KOSDAQ,운송,교통,철도 차량 제조 등
033130,디지틀조선,KOSDAQ,인터넷,온라인서비스,온라인 뉴스
411080,샌즈랩,KOSDAQ,인터넷,정보보안,보안 솔루션
006660,삼성공조,KOSPI,Auto,자동차부품,공조부품(라디에터)
033320,제이씨현시스템,KOSDAQ,전자제품,IT유통,IT하드웨어 유통
010960,삼호개발,KOSPI,건설,건설_중소형,건설업
060570,드림어스컴퍼니,KOSDAQ,인터넷,온라인서비스,음악 스트리밍 플랫폼
007980,TP,KOSPI,패션,의류_OEMODM,"OEM(TARGET, COLUMBIA, CARHARTT 등)"
091440,한울소재과학,KOSDAQ,통신,통신장비,광통신) 광 전송장비 
093920,서원인텍,KOSDAQ,스마트폰,스마트폰_부품,스마트폰 내외장재 부품
013870,지엠비코리아,KOSPI,Auto,자동차부품,엔진부품
082850,우리바이오,KOSDAQ,PCB,PCB,연성인쇄회로기판(FPCB)
0010F0,보원케미칼,KOSDAQ,석유화학,석유화학_중소형,차량용 내장재 표면소재
048910,대원미디어,KOSDAQ,방송미디어,애니메이션,애니메이션 제작 및 기획
105550,엣지파운드리,KOSDAQ,Auto,자동차부품,자동차용 Sensor
084650,랩지노믹스,KOSDAQ,헬스케어,유전체분석,유전체 분자 진단
007820,에스엠코어,KOSDAQ,기계,일반기계,물류 자동화 솔루션
396690,미래에셋글로벌리츠,KOSPI,금융,리츠,부동산
311320,지오엘리먼트,KOSDAQ,반도체,반도체_소재,전구체 기화이송 기술제품
302550,리메드,KOSDAQ,헬스케어,의료기기,"뇌질환 치료 및 재활, 만성통증 치료"
217330,싸이토젠,KOSDAQ,헬스케어,의료용_진단기기,암 및 질병 조기진단
084730,팅크웨어,KOSDAQ,Auto,자동차부품,블랙박스 등
461030,아이엠비디엑스,KOSDAQ,헬스케어,의료용_진단기기,암 및 질병 조기진단
041910,폴라리스AI파마,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
040420,정상제이엘에스,KOSDAQ,내수,교육,외국어학원
234300,에스트래픽,KOSDAQ,운송,교통,지능형교통관리시스템(ITS)
019540,일지테크,KOSDAQ,Auto,자동차부품,차체제품
023000,삼원강재,KOSPI,Auto,자동차부품,Suspension
014440,영보화학,KOSPI,석유화학,석유화학_중소형,Polyolefin Foam
042500,링네트,KOSDAQ,인터넷,네트워크통합,NI(네트워크 시스템 구축사업)
007280,한국특강,KOSPI,철강,철강_봉형강,"형강, 봉강 등"
110790,크리스에프앤씨,KOSDAQ,패션,의류_브랜드,스포츠 의류(골프 등)
016250,SGC E&C,KOSDAQ,건설,건설_중소형,건설업
020710,시공테크,KOSDAQ,건설,건설서비스,전시문화시설 및 인테리어
067570,엔브이에이치코리아,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
126880,제이엔케이글로벌,KOSDAQ,에너지,플랜트,"산업용 가열로	"
085310,엔케이,KOSPI,조선,조선기자재,선박용 소화장치
241690,유니테크노,KOSDAQ,Auto,자동차부품,엔진부품
004890,동일산업,KOSPI,철강,철강_봉형강,"봉강, 마봉강 등"
024830,세원물산,KOSDAQ,Auto,자동차부품,차체부품
031820,아이티센씨티에스,KOSPI,인터넷,네트워크통합,NI(네트워크 시스템 구축사업)
347890,엠투아이,KOSDAQ,인터넷,소프트웨어,스마트팩토리
212560,네오오토,KOSDAQ,Auto,자동차부품,구동 및 변속부품
419050,삼기에너지솔루션즈,KOSDAQ,배터리,배터리_부품,배터리 모듈(End-Plate)
068290,삼성출판사,KOSPI,내수,교육,교육서비스
032850,비트컴퓨터,KOSDAQ,헬스케어,의료기기_SW,의료정보 시스템 개발 및 공급
014950,삼익제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
009180,한솔로지스틱스,KOSPI,운송,물류,종합물류
104040,대성파인텍,KOSDAQ,기계,일반기계,금형산업(Fine Blanking)
373200,엑스플러스,KOSDAQ,내수,생활용품,스마트폰 Accessory
060590,씨티씨바이오,KOSDAQ,헬스케어,제약_동물의약품,동물의약품
089230,THE E&M,KOSDAQ,인터넷,플랫폼,팝콘TV
065510,휴비츠,KOSDAQ,헬스케어,의료기기,안과 의료기기
290660,네오펙트,KOSDAQ,헬스케어,의료기기_SW,재활의료기기 및 재활컨텐츠
290670,대보마그네틱,KOSDAQ,배터리,배터리_소재,전자석탈철기(EMF)
044340,위닉스,KOSDAQ,전자제품,가정용_전자제품,가정용 전자제품
131400,이브이첨단소재,KOSDAQ,PCB,PCB,연성인쇄회로기판(FPCB)
203690,아크솔루션스,KOSDAQ,내수,생활용품,OEM(물티슈)
261780,차백신연구소,KOSDAQ,헬스케어,바이오_연구개발,신약개발(백신 등)
463480,모티브링크,KOSDAQ,배터리,배터리_부품,전력변환 시스템
338100,NH프라임리츠,KOSPI,금융,리츠,부동산
000590,CS홀딩스,KOSPI,지주사,지주사,지주사
048430,유라테크,KOSDAQ,Auto,자동차부품,엔진부품
159010,아스플로,KOSDAQ,반도체,반도체_설비,유틸리티 및 장비
072020,중앙백신,KOSDAQ,헬스케어,제약_동물의약품,동물의약품
006880,신송홀딩스,KOSPI,음식료,식품,식품제조업: 장류 및 유지류 등
453860,에이에스텍,KOSDAQ,화장품,화장품_원부자재,화장품 소재(자외선 차단 등)
130580,나이스디앤비,KOSDAQ,전문서비스,금융서비스,신용정보
128660,피제이메탈,KOSDAQ,비철금속,알루미늄,알루미늄 탈산제 및 빌렛
251630,브이원텍,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 검사장비
101140,인바이오젠,KOSPI,전문서비스,전문서비스,키오스크
099220,SDN,KOSDAQ,에너지,신재생_태양광,발전시스템 및 모듈
102370,케이옥션,KOSDAQ,전문서비스,전문서비스,경매(미술품 등)
054040,한국컴퓨터,KOSDAQ,전자제품,전자부품,EMS(Electronics Manufacturing Service)
214260,라파스,KOSDAQ,헬스케어,의료기기_피부미용,미용패치(Microneedle)
036090,위지트,KOSDAQ,디스플레이,디스플레이_부품,디스플레이 제조장비 부품사업
072950,빛샘전자,KOSDAQ,방산,방산,"특수목적용 케이블, 와이어링 하네스 등"
214330,금호에이치티,KOSPI,Auto,자동차부품,자동차용 램프(Lamp)
024840,KBI메탈,KOSDAQ,비철금속,아연동,동
094840,슈프리마에이치큐,KOSDAQ,전문서비스,물리보안,보안 시스템 ODM
037440,희림,KOSDAQ,건설,건설서비스,설계/감리
033230,인성정보,KOSDAQ,인터넷,SI,비계열
111380,동인기연,KOSPI,패션,패션잡화,가방) 가방 ODM
009200,무림페이퍼,KOSPI,내수,종이,인쇄용지
071670,에이테크솔루션,KOSDAQ,기계,일반기계,금형산업
053280,예스24,KOSDAQ,유통,온라인,온라인쇼핑(온라인 서점)
263600,덕우전자,KOSDAQ,스마트폰,카메라_모듈,카메라 모듈 부품
002600,조흥,KOSPI,음식료,제과제빵,제빵 원료 등
019990,에너토크,KOSDAQ,기계,유체기계,액츄에이터 및 관련장비
170030,현대공업,KOSDAQ,Auto,자동차부품,자동차용 시트
451250,삐아,KOSDAQ,화장품,화장품_브랜드,"브랜드) BBIA, 어바웃톤, 에딧비 등"
360350,코셈,KOSDAQ,전자제품,산업용_전자제품,주사전자현미경(SEM)
076610,해성옵틱스,KOSDAQ,스마트폰,카메라_모듈,액츄에이터(OIS) 
025550,한국선재,KOSDAQ,철강,철강_선재가공,"와이어로프, 경강선 등"
071090,하이스틸,KOSPI,철강,철강_강관,강관
088280,쏘닉스,KOSDAQ,반도체,비메모리_Foundry,Foundry
261520,이지스,KOSDAQ,인터넷,소프트웨어,디지털 트윈 플랫폼(XDCloud)
046940,우원개발,KOSDAQ,건설,건설_중소형,건설업
036640,HRS,KOSDAQ,석유화학,석유화학_중소형,실리콘 고무 제품
216050,인크로스,KOSDAQ,전문서비스,광고_계열,최대주주: SK스퀘어
478560,블랙야크아이앤씨,KOSDAQ,전문서비스,전문서비스,개인 안전장비(안전화 등)
081150,티플랙스,KOSDAQ,철강,철강_스테인리스,스테인리스
207760,미스터블루,KOSDAQ,방송미디어,애니메이션,웹툰 제작 및 플랫폼 운영
049180,셀루메드,KOSDAQ,헬스케어,의료기기_정형외과,"동종이식재, 인공관절 등"
340360,다보링크,KOSDAQ,통신,통신장비,네트워크) Wi-Fi 제품과 솔루션
183490,엔지켐생명과학,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
002800,신신제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
376930,노을,KOSDAQ,헬스케어,의료용_진단기기,암 및 질병 조기진단
273640,와이엠텍,KOSDAQ,배터리,배터리_부품,EV Relay(릴레이)
227950,엔투텍,KOSDAQ,반도체,반도체_장비,반도체 장비 부품(Chamber 등)
217500,러셀,KOSDAQ,반도체,반도체_장비,중고장비(Refurbish)
053050,지에스이,KOSDAQ,에너지,에너지_가스,도시가스
317870,엔바이오니아,KOSDAQ,전자제품,가정용_전자제품,정수기 부품(필터 등)
054930,유신,KOSDAQ,건설,건설서비스,설계/감리
222040,코스맥스엔비티,KOSDAQ,음식료,건강기능식품,OEM 및 ODM
012690,모나리자,KOSPI,내수,종이,위생용지
004720,팜젠사이언스,KOSPI,헬스케어,제약_완제의약품,완제의약품
111710,남화산업,KOSDAQ,내수,리조트,골프장
208140,정다운,KOSDAQ,음식료,육계,육계(오리)
458350,에스팀,KOSDAQ,전문서비스,전문서비스,브랜딩 콘텐츠
011320,유니크,KOSDAQ,Auto,자동차부품,구동 및 변속부품
010040,한국내화,KOSPI,비철금속,비철금속_기타,내화물
175250,아이큐어,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
