"종목
코드",종목명,시장,산업명(대),산업명(중),주요제품
380540,옵티코어,KOSDAQ,통신,통신장비,광통신) 광트랜시버(Transceiver)
008490,서흥,KOSPI,헬스케어,바이오_기자재,하드캡슐(Hard capsule)
011690,와이투솔루션,KOSPI,전자제품,전자부품,전원공급장치(PSU)
008970,KBI동양철관,KOSPI,철강,철강_강관,강관
003650,미창석유,KOSPI,석유화학,정유,윤활유
004090,한국석유,KOSPI,석유화학,석유화학_중소형,아스팔트
307750,국전약품,KOSDAQ,헬스케어,제약_원료의약품,원료의약사업
234080,JW생명과학,KOSPI,헬스케어,제약_완제의약품,수액
487570,HS효성,KOSPI,지주사,지주사,지주사
083930,아바코,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
140670,알에스오토메이션,KOSDAQ,기계,로봇,로봇 모션제어기
102120,어보브반도체,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 전자기기)"
289080,SV인베스트먼트,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
377450,리파인,KOSDAQ,전문서비스,금융서비스,권리조사업
123410,코리아에프티,KOSDAQ,Auto,자동차부품,엔진부품
0007J0,인벤테라,KOSDAQ,헬스케어,바이오_연구개발,신약개발(나노의약품)
015230,대창단조,KOSPI,기계,건설기계_부품,하부주행체(Under-carriage)
002990,금호건설,KOSPI,건설,건설_중소형,건설업
049430,코메론,KOSDAQ,기계,일반기계,줄자
293780,압타바이오,KOSDAQ,헬스케어,바이오_연구개발,신약개발
417010,나노팀,KOSDAQ,배터리,배터리_부품,"배터리 부품(갭필러, 캡패드 등)"
489500,엘케이켐,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재
101530,해태제과식품,KOSPI,음식료,제과제빵,제과사업
187870,디바이스,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
006060,화승인더,KOSPI,패션,패션잡화,슈즈) 신발 ODM
114840,아이패밀리에스씨,KOSDAQ,화장품,화장품_브랜드,브랜드) 롬앤(Rom&nd) 등
060150,인선이엔티,KOSDAQ,건설,건설서비스,폐기물 처리
008830,대동기어,KOSDAQ,기계,농기계,농기계용 동력전달장치 
100250,진양홀딩스,KOSPI,지주사,지주사,지주사
271980,제일약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
365330,에스와이스틸텍,KOSDAQ,건설,건자재,건축자재(데크플레이트)
003460,유화증권,KOSPI,금융,증권,증권업
046440,KG모빌리언스,KOSDAQ,인터넷,결제시스템,PG(전자지불 결제 서비스)
016580,환인제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
232680,라온로보틱스,KOSDAQ,반도체,반도체_장비,반도체 이송장비
004960,한신공영,KOSPI,건설,건설_중소형,건설업
357880,SKAI,KOSDAQ,인터넷,소프트웨어,데이터베이스 소프트웨어
0011A0,액스비스,KOSDAQ,배터리,배터리_장비,공정장비(레이저 가공)
002100,경농,KOSPI,전문서비스,농업,농약(작물보호제)
018470,조일알미늄,KOSPI,비철금속,알루미늄,알루미늄 압연
101970,우양에이치씨,KOSDAQ,에너지,플랜트,"화공기기(열교환기, 압력용기)"
452450,피아이이,KOSDAQ,배터리,배터리_장비,검사장비(AI 비전 솔루션)
082800,비보존 제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
458650,성우,KOSDAQ,배터리,배터리_부품,배터리 부품(Topcap Ass'y)
081000,일진다이아,KOSPI,비철금속,비철금속_기타,공업용 다이아몬드
054450,텔레칩스,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, Automotive)"
259630,엠플러스,KOSDAQ,배터리,배터리_장비,공정장비(조립 공정)
039860,나노엔텍,KOSDAQ,헬스케어,의료용_진단기기,체외진단 의료기기
017550,수산세보틱스,KOSPI,기계,건설기계_부품,어태치먼트
086890,이수앱지스,KOSDAQ,헬스케어,바이오_연구개발,항체치료제
143160,아이디스,KOSDAQ,전문서비스,물리보안,IP 카메라 및 영상저장장치 등
282720,금양그린파워,KOSDAQ,에너지,플랜트,전기공사업
016790,현대사료,KOSDAQ,음식료,사료,사료
009070,KCTC,KOSPI,운송,물류,종합물류
002230,피에스텍,KOSDAQ,에너지,전력_기자재,계량기(전력량계)
052330,코텍,KOSDAQ,내수,카지노,게이밍기기 모니터
001520,동양,KOSPI,건설,레미콘,레미콘
0004V0,엔비알모션,KOSDAQ,Auto,자동차부품,구동 및 변속부품
031440,신세계푸드,KOSPI,음식료,식자재_유통,식자재유통
122990,와이솔,KOSDAQ,스마트폰,스마트폰_부품,통신부품) SAW(Surface Acoustic Wave)
042420,네오위즈홀딩스,KOSDAQ,지주사,지주사,지주사
300080,플리토,KOSDAQ,인터넷,소프트웨어,AI 서비스 및 솔루션(언어)
143240,사람인,KOSDAQ,인터넷,온라인서비스,구인구직 정보
005430,한국공항,KOSPI,운송,항공,항공 운수 보조사업
400760,NH올원리츠,KOSPI,금융,리츠,부동산
071840,롯데하이마트,KOSPI,유통,오프라인,할인점(가전제품)
357580,아모센스,KOSDAQ,전자제품,전자부품,무선충전 차폐시트 및 전장 모듈
242040,나무기술,KOSDAQ,인터넷,소프트웨어,가상화 및 클라우드 
047770,코데즈컴바인,KOSDAQ,패션,의류_브랜드,브랜드) Codes-combine 등
102460,이연제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
125020,티씨머티리얼즈,KOSDAQ,에너지,전력_송배전,에나멜 동선
005160,동국산업,KOSDAQ,철강,철강_냉연,"냉연강판, 칼라인쇄강판 등"
146320,비씨엔씨,KOSDAQ,반도체,반도체_소재,반도체 부품(합성쿼츠 등)
323990,박셀바이오,KOSDAQ,헬스케어,바이오의약품,항암면역치료제
000860,강남제비스코,KOSPI,석유화학,석유화학_중소형,페인트
192410,오늘이엔엠,KOSDAQ,통신,통신장비,"통신장비) 기지국 안테나 등	"
037560,LG헬로비전,KOSPI,방송미디어,방송,방송산업(케이블 TV)
092130,이크레더블,KOSDAQ,전문서비스,금융서비스,신용정보
334970,프레스티지바이오로직스,KOSDAQ,헬스케어,바이오_CDMO,위탁개발생산(CDMO)
068790,DMS,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
264850,이랜시스,KOSDAQ,전자제품,전자부품,"가전제품 부품(로봇청소기, 공기청정기 등)"
067000,조이시티,KOSDAQ,게임,게임_KOSDAQ,"프리스타일, 캐리비안의 해적 등"
048870,시너지이노베이션,KOSDAQ,헬스케어,바이오_기자재,미생물 배양배지
217270,넵튠,KOSDAQ,게임,게임_KOSDAQ,"LINE퍼즐탄탄, 무한의 계단 등"
220260,켐트로스,KOSDAQ,석유화학,석유화학_중소형,반도체 및 디스플레이 소재
108230,톱텍,KOSDAQ,디스플레이,디스플레이_장비,자동화 시스템(FA)
388790,라이콤,KOSDAQ,통신,통신장비,광통신) 광 모듈
235980,메드팩토,KOSDAQ,헬스케어,바이오_연구개발,항암신약
002170,삼양통상,KOSPI,패션,섬유,천연피혁
322510,제이엘케이,KOSDAQ,헬스케어,의료기기_SW,의료진단 및 판독 보조 솔루션
203650,드림시큐리티,KOSDAQ,인터넷,정보보안,보안 솔루션
131030,옵투스제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
038390,레드캡투어,KOSDAQ,내수,여행,렌터카(+여행)
290690,소룩스,KOSDAQ,디스플레이,LED,LED 조명
418420,라온텍,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, 디스플레이)"
047310,파워로직스,KOSDAQ,스마트폰,카메라_모듈,카메라 모듈
272550,삼양패키징,KOSPI,음식료,식품_포장,"포장재(PET용기, 아셉틱 음료 등)"
038290,마크로젠,KOSDAQ,헬스케어,유전체분석,유전체 분석
340450,지씨지놈,KOSDAQ,헬스케어,유전체분석,유전체 분석(임상 유전체)
307180,아이엘,KOSDAQ,디스플레이,LED,LED 조명
025820,이구산업,KOSPI,비철금속,아연동,동
016450,한세예스24홀딩스,KOSPI,지주사,지주사,지주사
000300,DH오토넥스,KOSPI,Auto,자동차부품,엔진부품(LPG연료탱크)
090350,노루페인트,KOSPI,석유화학,석유화학_중소형,페인트
267320,나인테크,KOSDAQ,배터리,배터리_장비,공정장비(조립 공정)
101170,우림피티에스,KOSDAQ,기계,일반기계,산업용 기어박스
488280,에스투더블유,KOSDAQ,인터넷,소프트웨어,AI·빅데이터 분석
317400,자이에스앤디,KOSPI,건설,건설_중소형,건설업
025620,차AI헬스케어,KOSPI,화장품,화장품_브랜드,마스크팩
264660,씨앤지하이테크,KOSDAQ,반도체,반도체_설비,유틸리티 및 장비
033340,좋은사람들,KOSDAQ,패션,의류_브랜드,"내의(보디가드, 예스 등)"
138360,앤로보틱스,KOSDAQ,기계,일반기계,식품가공기계(Spiral Freezer)
012200,계양전기,KOSPI,Auto,자동차부품,자동차용 모터류
007330,푸른저축은행,KOSDAQ,금융,금융지주,저축은행
023910,대한약품,KOSDAQ,헬스케어,제약_완제의약품,수액
462520,조선내화,KOSPI,비철금속,비철금속_기타,내화물
214390,경보제약,KOSPI,헬스케어,제약_원료의약품,원료의약사업
293580,나우IB,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
044820,코스맥스비티아이,KOSPI,지주사,지주사,지주사
408470,한패스,KOSDAQ,인터넷,결제시스템,디지털송금솔루션
001360,삼성제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
156100,엘앤케이바이오,KOSDAQ,헬스케어,의료기기_정형외과,척추고정장치 등
037070,파세코,KOSDAQ,전자제품,가정용_전자제품,정수기 OEM
012610,경인양행,KOSPI,패션,섬유,염료
009580,무림P&P,KOSPI,내수,종이,인쇄용지
000700,유수홀딩스,KOSPI,지주사,지주사,지주사
293480,하나제약,KOSPI,헬스케어,제약_완제의약품,완제의약품
011040,경동제약,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
475580,에이럭스,KOSDAQ,내수,교육,교육용 장비) 드론 및 로봇
086980,쇼박스,KOSDAQ,방송미디어,영화,영화 투자 및 배급
067280,멀티캠퍼스,KOSDAQ,내수,교육,성인대상(직무 및 외국어 교육)
469610,이노테크,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 검사장비
066620,국보디자인,KOSDAQ,건설,건설서비스,인테리어 디자인
460850,동국씨엠,KOSPI,철강,철강,대형사
474610,RF시스템즈,KOSDAQ,방산,방산,레이더시스템
037030,파워넷,KOSDAQ,전자제품,전자부품,전원공급장치(SMPS)
119830,아이텍,KOSDAQ,반도체,반도체_테스트,반도체 테스트사업
256940,킵스파마,KOSDAQ,헬스케어,제약_완제의약품,완제의약품
054800,아이디스홀딩스,KOSDAQ,지주사,지주사,지주사
333430,일승,KOSDAQ,조선,조선기자재,선박 환경장비(분뇨처리장치)
322180,LS티라유텍,KOSDAQ,인터넷,소프트웨어,스마트팩토리
214420,토니모리,KOSPI,화장품,화장품_브랜드,"브랜드) 토니모리, 튠나인 등"
003830,대한화섬,KOSPI,석유화학,화학섬유,Polyester
210540,디와이파워,KOSPI,기계,건설기계_부품,유압실린더
032940,원익,KOSDAQ,전자제품,전자부품,산업원자재(석영유리) 및 전자부품 
148150,세경하이테크,KOSDAQ,디스플레이,디스플레이_부품,디스플레이용 필름(광학용/기능성)
041440,현대에버다임,KOSDAQ,기계,건설기계_부품,어태치먼트
260970,에스앤디,KOSDAQ,음식료,식품,식품 첨가물
282880,코윈테크,KOSDAQ,기계,일반기계,물류 자동화 솔루션
000020,동화약품,KOSPI,헬스케어,제약_완제의약품,완제의약품
069510,에스텍,KOSDAQ,Auto,자동차부품,차량용 인포테인먼트
192440,슈피겐코리아,KOSDAQ,내수,생활용품,스마트폰 Accessory
092190,서울바이오시스,KOSDAQ,디스플레이,LED,LED
037350,성도이엔지,KOSDAQ,반도체,반도체_설비,Clean Room
078000,텔코웨어,KOSPI,통신,통신장비,통신용 소프트웨어 
089470,HDC현대EP,KOSPI,Auto,자동차부품,자동차용 내외장 부품
009270,신원,KOSPI,패션,의류_OEMODM,"OEM, ODM(KNIT, SWEATER 등)"
040300,YTN,KOSDAQ,방송미디어,방송,방송산업(YTN 등)
250060,모비스,KOSDAQ,에너지,원자력,대형 가속기 및 핵융합 실험 장비 구축
355150,코스텍시스,KOSDAQ,통신,통신장비,통신장비) GaN RF반도체 전문
126730,코칩,KOSDAQ,에너지,신재생_기타,커패시터(슈퍼커패시터)
290740,액트로,KOSDAQ,스마트폰,카메라_모듈,"카메라 모듈 부품(AF, OIS 등)"
234030,싸이닉솔루션,KOSDAQ,반도체,비메모리_디자인솔루션,SK하이닉스System IC 협력사
023600,삼보판지,KOSDAQ,내수,종이,골판지원지
000970,한국주철관,KOSPI,철강,철강_강관,상하수도관
005860,한일사료,KOSDAQ,음식료,사료,사료
051980,중앙첨단소재,KOSDAQ,건설,건자재,건축자재(PVC 제품)
066410,버킷스튜디오,KOSDAQ,인터넷,온라인서비스,모바일 메시징 서비스
417840,저스템,KOSDAQ,반도체,반도체_장비,공정장비(LPM (Load Port Module) 등)
004710,한솔테크닉스,KOSPI,전자제품,전자부품,파워모듈 및 보드(TV 및 생활가전)
046070,코다코,KOSDAQ,Auto,자동차부품,구동 및 변속부품
027710,팜스토리,KOSDAQ,음식료,사료,사료
182360,큐브엔터,KOSDAQ,방송미디어,음반음원,엔터테인먼트
389030,지니너스,KOSDAQ,헬스케어,유전체분석,유전체 분석
080420,모다이노칩,KOSDAQ,스마트폰,스마트폰_부품,부분품) 세라믹 칩 부품
456070,이엔셀,KOSDAQ,헬스케어,바이오_CDMO,위탁개발생산(CDMO)
047560,이스트소프트,KOSDAQ,인터넷,소프트웨어,소프트웨어 개발(알툴즈)
013990,아가방컴퍼니,KOSDAQ,패션,패션잡화,유아) 유아의류 및 유아용품
036710,심텍홀딩스,KOSDAQ,지주사,지주사,지주사
095190,이엠코리아,KOSDAQ,방산,방산,"K-2, K-9 부품 등"
158430,아톤,KOSDAQ,인터넷,정보보안,인증) 보안인증솔루션
014280,금강공업,KOSPI,건설,건자재,거푸집(판넬)
149950,아바텍,KOSDAQ,디스플레이,디스플레이_부품,Glass Slimming 등
065450,빅텍,KOSDAQ,방산,방산,방산
453450,그리드위즈,KOSDAQ,에너지,전력_발전정비,수요관리(DR) 서비스
004970,신라교역,KOSPI,음식료,수산,수산
107600,새빗켐,KOSDAQ,배터리,배터리_소재,리사이클링
038110,에코플라스틱,KOSDAQ,Auto,자동차부품,자동차용 내외장 부품
054620,APS,KOSDAQ,지주사,지주사,지주사
007540,샘표,KOSPI,지주사,지주사,지주사
445180,퓨릿,KOSDAQ,반도체,반도체_소재,반도체 공정용 소재
062970,한국첨단소재,KOSDAQ,통신,통신장비,"광통신) 광 분배기, 광 분할기 등"
104460,디와이피엔에프,KOSDAQ,에너지,플랜트,엔지니어링(분체이송시스템)
217820,원익피앤이,KOSDAQ,배터리,배터리_장비,공정장비(조립 공정)
255440,야스,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
331740,아우토크립트,KOSDAQ,인터넷,소프트웨어,차량용 소프트웨어(보안)
147830,제룡산업,KOSDAQ,에너지,전력_기자재,전력기자재
263720,디앤씨미디어,KOSDAQ,방송미디어,애니메이션,웹툰 제작 및 플랫폼 운영
408920,메쎄이상,KOSDAQ,전문서비스,전문서비스,전시 사업
011280,태림포장,KOSPI,내수,종이,골판지원지
093190,빅솔론,KOSDAQ,전자제품,산업용_전자제품,프린터 및 관련부품
321370,센서뷰,KOSDAQ,통신,통신장비,통신장비) RF 연결 솔루션
086670,비엠티,KOSDAQ,기계,유체기계,계장용 Fittings & Valves
027970,한국제지,KOSPI,내수,종이,백판지
053080,케이엔솔,KOSDAQ,반도체,반도체_설비,Clean Room
464490,쿼드메디슨,KOSDAQ,헬스케어,바이오_CDMO,위탁개발생산(CDMO)
336680,탑런토탈솔루션,KOSDAQ,Auto,자동차부품,차량용 인포테인먼트(차량동 디스플레이)
129920,대성하이텍,KOSDAQ,기계,공작기계,CNC 선반
107590,미원홀딩스,KOSPI,지주사,지주사,지주사
476040,오가노이드사이언스,KOSDAQ,헬스케어,바이오의약품,장 오가노이드 재생치료제(ATORM-C)
024800,유성티엔에스,KOSDAQ,운송,물류,종합물류
021320,KCC건설,KOSDAQ,건설,건설_중소형,건설업
246710,티앤알바이오팹,KOSDAQ,헬스케어,바이오의약품,3D 바이오 프린팅 시스템
297890,HB솔루션,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
053700,삼보모터스,KOSDAQ,Auto,자동차부품,구동 및 변속부품
417500,제이아이테크,KOSDAQ,반도체,반도체_소재,전구체(Precursor)
071200,인피니트헬스케어,KOSDAQ,헬스케어,의료기기_SW,의료용 소프트웨어 개발
083500,에프엔에스테크,KOSDAQ,디스플레이,디스플레이_장비,디스플레이 공정장비
079430,현대리바트,KOSPI,건설,가구,일반 가구
125210,아모그린텍,KOSDAQ,석유화학,석유화학_중소형,고효율 자성소재
396270,넥스트칩,KOSDAQ,반도체,비메모리_팹리스,"팹리스(Fabless, Automotive)"
021080,에이티넘인베스트,KOSDAQ,금융,밴처캐피탈_VC,밴처캐피탈(VC)
